"V1","V2"
"N/W C/O 92 ST",2
"N/W C/O 94 AV",1
"N/W C/O 94 AVE",1
"N/W C/O ANDROVETTE A",1
"N/W C/O AVE O",1
"N/W C/O BAYAND",1
"N/W C/O BAYCHESTER A",2
"N/W C/O BENSON ST",1
"N/W C/O BOOTH",1
"N/W C/O BRONXWOOD AV",1
"N/W C/O BROOKLYN RD",1
"N/W C/O BUSH",1
"N/W C/O CHRYSTLE",1
"N/W C/O CLARKSON  ST",1
"N/W C/O COLDEN",1
"N/W C/O COMMONWEALTH",1
"N/W C/O CONEY ISLAND",1
"N/W C/O CONGRESS ST",1
"N/W C/O CORNAGA",1
"N/W C/O CORTELYOU RD",2
"N/W C/O E 103 ST",1
"N/W C/O E 15 ST",2
"N/W C/O E 197",1
"N/W C/O E 202 ST",1
"N/W C/O E 205 ST",1
"N/W C/O E 219 ST",1
"N/W C/O E 232 ST",1
"N/W C/O E 26 STREET",1
"N/W C/O E 68",2
"N/W C/O E 76 ST",3
"N/W C/O E 8TH ST",1
"N/W C/O EAGLE ST",1
"N/W C/O EAST 216ST",2
"N/W C/O ELLERY ST",1
"N/W C/O EVERGREEN",1
"N/W C/O FLATBUSH AVE",1
"N/W C/O GREENWICH ST",1
"N/W C/O HARRON",1
"N/W C/O HONEYWELL AV",1
"N/W C/O HOWARD",1
"N/W C/O JAMAICA",1
"N/W C/O LAFFAYETTE",1
"N/W C/O LYDIG",1
"N/W C/O MRYTLE AVE",1
"N/W C/O MURRAY ST",2
"N/W C/O MYRTLE AV",1
"N/W C/O N 5TH ST",1
"N/W C/O N/ 1 ST",1
"N/W C/O NORMAN AVE",1
"N/W C/O NORTH 4 ST",1
"N/W C/O OF E 51 ST",1
"N/W C/O OF SMITH ST",1
"N/W C/O OSGOOD AVE",1
"N/W C/O PORTAL ST",1
"N/W C/O PRINCE ST",4
"N/W C/O PROSPECT",1
"N/W C/O PROSPECT AV",1
"N/W C/O QUENTIN RD",2
"N/W C/O RIVER AVE",2
"N/W C/O RODER AVE",1
"N/W C/O SANDFORD AVE",1
"N/W C/O SENECA AVE",2
"N/W C/O SNEDIKER AVE",1
"N/W C/O SPENCER AVE",1
"N/W C/O ST JOHNS",1
"N/W C/O STRAUSS ST",1
"N/W C/O STUYVESANT",2
"N/W C/O SUTTER A VE",1
"N/W C/O TENNEY PLC",1
"N/W C/O VAN WYCK SQU",1
"N/W C/O VARICK ST",1
"N/W C/O W 113",3
"N/W C/O W 141 SY",1
"N/W C/O W 153 ST",3
"N/W C/O W 157 ST",1
"N/W C/O W 175 STREET",1
"N/W C/O W 228 ST",1
"N/W C/O W 238",2
"N/W C/O W 261",1
"N/W C/O W 28 ST",1
"N/W C/O W 3 STREET",1
"N/W C/O W 43",1
"N/W C/O W 44",1
"N/W C/O W 46 ST",1
"N/W C/O W 48",1
"N/W C/O W191ST",2
"N/W C/O WALL ST",2
"N/W C/O WARREN",1
"N/W C/O WASHINGTON S",4
"N/W C/O WB 152 ST",1
"N/W C/O WEST 28 ST",1
"N/W C/O WESTERVELT A",1
"N/W C/O WHITNEY AVE",1
"N/W C/O WYTHE",1
"N/W C/OF 73",1
"N/W C/OF W 22",1
"N/W CBROOKS AVE",1
"N/W CNR 254 ST",1
"N/W CO 45 AVE",1
"N/W CO BARCLAY AVE",1
"N/W CO RUSSELL ST",1
"N/W CORER W 157 ST",1
"N/W CORNER 131 ST",1
"N/W CORNER 21 AVE",1
"N/W CORNER ON FRANKL",1
"N/W CPUR SENATUR ST",1
"N/W CROPSEY AVE",2
"N/W CROSBY 3FT",1
"N/W CRWR 62 ST",1
"N/W E 57",1
"N/W E MOSHOLU PKWY",2
"N/W FIELD PL",2
"N/W FRAME RD",1
"N/W GLENWOOD",1
"N/W MORRIS AVE",3
"N/W N 7 ST",1
"N/W NEW LOTS AVE",1
"N/W SIDE OF 164 ST",1
"N/W SIDE OF METCALF",1
"N/W SUTTER AVE",1
"N/W W 176 ST",1
"N/W W 84",1
"N/W WEST 177",1
"N/W WETHEROLE ST",1
"N/W/C 175 ST STREET",1
"N/W/C 23 SR",1
"N/W/C 45 AVE",1
"N/W/C 62 ST",1
"N/W/C W 175 ST",3
"N/W/C WORTH",1
"N/W/C/O",1
"N/W/C/O  W BEDFORD P",1
"N/W/C/O CROPSEY",1
"N/W/C/O E 180TH",1
"N/W/C/O E 205 ST",1
"N/W/C/O E68LEX",1
"N/W/C/O SNYDER",1
"N/W/C/O W 233 ST",1
"N/W/C/O WEST BWAY",1
"N/WC/O 130 BL",1
"N/WC/O 30 AVE",2
"N/WC/O 31 ST",1
"N/WC/O E 82ND STREET",1
"N/WC/O EAMES PL",1
"N/WC/O GLENWOOD",1
"N/WC/O HORACE HARDIN",1
"N/WC/O RESERVOIR",1
"N/WC/O SEDGWICK AVE",1
"N/WC/O W149",1
"N/WC/O WALLACE AVE",1
"N/Z C/O 21 AVE",1
"NAGAL AV",2
"NAMEOK",1
"NAMEOKI ST",1
"NAMEORE STREET",1
"NANCY LN",5
"NAUGHETER AVE",1
"NB KINGS HWY E 92 ST",4247
"NB MIDLAND AV FREEBO",851
"NB SOUNDVIEW AV LACO",1218
"NE 217 ST",1
"NE C/O 55 ST",1
"NE C/O 80 AVE",1
"NE C/O HOWARD AVE",1
"NE C/O KENT AVE",1
"NE CO 95 ST",1
"NEC 143 ST",1
"NEC 148 ST",3
"NEC 180 ST",1
"NEC 199 ST",1
"NEC 91 AVE",1
"NEC ARCHER",3
"NEC W 162 RVS DR",1
"NEIL AVENUE",3
"NEILSON AV",1
"NEPTUNE ST",1
"NERID AVE",3
"NESLON AVE",1
"NEW HAVEN AE",1
"NEW JERSEY  AVE",1
"NEW LOTZ AVE",1
"NEWHIRK AVE",1
"NEWIRK AVE",1
"NICKEW ST",1
"NICLES AVE",1
"NIELSON AVE",1
"NO  9TH ST",1
"NO OF N/E C/O JAMAIC",1
"NO/ ST ST",2
"NOGLE AVE",1
"NORHERN BLVD",1
"NORTERN BLVD",3
"NORTH 12 STREET",1
"NORTH 8",1
"NORTH 95 AVE",1
"NORTH DR",2
"NORTH END C/O KENILW",1
"NORTH SIDE 29 AVE",1
"NORTH SIDE OF 39 AVE",1
"NORTH WEST C/O W 151",1
"NORTHAND AVE",1
"NORTHEAST 191 ST",1
"NORTHEAST C/O 39 AVE",1
"NORTHERM BLVD",1
"NORTHERN B",1
"NORTHERN BLVD .",1
"NORTHERN BLVD3",2
"NORTHSIDE 40 AV",1
"NORTHSIDE 41 AVE",1
"NORTHSIDE 56 AVE",1
"NORTHSIDE PEARS",1
"NORTHWEST C/O 42 AVE",1
"NORTHWEST CORNER OF",3
"NORTON",3
"NORTSOM AVE",1
"NOSRTHERN BLVD",1
"NOSTRAN AVE",2
"NOSTRANDS",1
"NS WATSON AVE",1
"NURGE",1
"NW C/O 78 ST",1
"NW C/O BOGONT ST",1
"NW C/O CRESCENT ST",1
"NW C/O THERIOR",1
"NW C/O W 71 ST",1
"NW CO HULL AVE",1
"NW E 148 ST 50FT",1
"NW WORTHMAN AV",1
"NWC 177 ST",1
"NWC JAMAICA AVE",2
"NY HT LAND VENT BLDG",1
"NYCKOFF AVE",1
"Nashville St",1
"Neckar Ave",11
"Niles Pl",3
"Norma Pl",4
"O BRIEN PLACE",1
"O/N W 154 ST",1
"O/O 146 ST",1
"O/O 77-10 BELMONT AV",1
"O/O JAMAICA AVE",1
"O/P 50 E 15TH STREET",1
"OAK DRIVE",2
"OAK TERR",1
"OAKDRIVE",1
"OAKLAND LAKE",1
"OAKPONT AVE",1
"OCEAAN AVE",1
"OCEAN PARKWAY MALLS",1
"OF 90 MARINE WAY",1
"OHO RD",1
"OHS AVE",1
"OLD SOUTH ROAD",1
"OLEN AVE",1
"OLIVE",1
"OLIVERVILLE",1
"OLIVVILLE",1
"OLLINVILLE",1
"OMSTEAD",1
"ON E 143 ST",2
"ON E 170 ST",1
"ON ES 101 ST",1
"ON W 10TH STREET",1
"ON W/S OF 100 ST",1
"ON W/S OF 98 ST",1
"ON WATER ST 10",1
"ONDERDONCK AVENUE",1
"ONE",2
"ONE SEAPORT PLAZA",1
"ONE SOUTH ST",3
"ONKERDONK AVE",1
"OPP 1397 RALPH AVE",1
"OPP 37 52 104 AVE",1
"OPP 465 LORIMER",1
"OPP. 1127 NOBLE AVE",1
"OPP/OF 587",1
"OPP147 CHESTER ST",1
"OPPOSITE 136-59",1
"OPPOSITE 2474 DAVIDS",1
"ORCHAR ST",1
"ORCHARD PL",2
"ORINOCU PL",1
"ORLEFF AVE",1
"ORLORR",1
"ORLOTT AVE",1
"OSBORNE AVE",1
"OTTAVIO PROM",3
"OVERLOCK TERR",1
"Oakdale Ave",2
"P/O KELLY ST",1
"PABONS BLVD",1
"PACIFIC  AVE",1
"PACK AVE",2
"PADEARGAT 8 ST",1
"PAEDERGAT 2 ST",1
"PAERDEGAT 4TH",1
"PAERDEGAT 7",1
"PAERGUT AVE 13",1
"PAIMER AVE",1
"PALASKI STREET",2
"PALE AVE",1
"PALISAD AVE",1
"PALISADES PLACE",2
"PALMOTTO",1
"PALO ALTO",1
"PANLIL",1
"PARADE AVE",2
"PARICH AVE",1
"PARK  PL",2
"PARK AVE. SO",1
"PARK LOT 73-01 25 AV",1
"PARKED ON SIDEWALK A",1
"PARKGIDE AVE",1
"PARKING GARAGE TERMI",3
"PARKING LOT 1009",1
"PARKING LOT 111 ST",2
"PARKING LOT OF 1009",1
"PARKROW",1
"PARKSIDE DRIVE",1
"PARU AVE",1
"PATTERSON",2
"PAULDINO AVE",1
"PAYEON  AVE",1
"PAYSEN AVE",1
"PD OHURLEY 43RD",1
"PEACOCK LOOP",1
"PEAL 1 AT O/O FULTON",1
"PEAML",1
"PEAR POND ST",1
"PEARSAL AVE",2
"PEARY",1
"PEHALM PKWY SO BUDGE",1
"PEHALM PKWY SO EMERG",4
"PEHALM PKWY SO PSDUC",1
"PELHAM BAY PKWY",1
"PELHAM BAY PKWY SOUT",1
"PELHAM PARK WAY NORT",1
"PELHAM PARKWY SOUTH",1
"PELHAM PKWAY SOUTH",5
"PELHAM PKWY S.",2
"PELHAM PKWY SO. JACO",60
"PELTON AVE 132",1
"PENEOLPE AVE",1
"PENN  ST",1
"PENNSILVANIA AVE",2
"PENNSILVIANIA",1
"PENNSYLVAIA AVE",1
"PENNSYLVANIA ABVE",1
"PENNSYLVANIA AE",3
"PENNSYLVANIA ST",1
"PENNSYLVINA AVE",1
"PENNSYVLANA AV",1
"PERM ST",1
"PERSIDENT ST",1
"PIDGE MEADOW ROAD",1
"PIDGEON",1
"PIDGEON MEADOW ROAD",1
"PIDGEON MEADOWS RD",1
"PIDGEON MEADWO",1
"PIDGEON MENDA RD",1
"PIDGON MEADOW RD",10
"PIDGON MEADOWS RD",1
"PIER 1 ENT AT",1
"PIER 1 TARB",1
"PIER 1 TURNAROUND",4
"PIER 5 BROOKLYN",3
"PIER 621 HUDSON RIVE",1
"PIER 94 AT W 52ND ST",1
"PIER BROOKLYN BRIDGE",2
"PIER ONE BROOKLYN BR",2
"PIERRE POINT",3
"PILGRIM CATHEDRAL",1
"PILLINGG",1
"PILRGRIM AVE",1
"PINEHVEST",1
"PITKIN AVE BLG",1
"PITKIN AVE BTW",1
"PITKIN AVE3",1
"PITKIN BTW",1
"PITMARS",1
"PITTST",1
"PITTSVILLE AVE",2
"PKG LOT 73-01 25 AVE",1
"PLATT STREET",2
"PLAYGROUND 123 BT",1
"PLAZA ST EAST",2
"PLEASANTAVE",1
"PLESEANT AE",1
"PLINPTONAVE",1
"POLDT RD",1
"PONTIAC PL",1
"POPLAR",1
"PORT RICHMOMD AVE",1
"PORTAL AVE",1
"PORTLAND AV",3
"POST AVE3",1
"POWELL AV",1
"POWELLS COVEBLVD",1
"POWER COVE BLVD",1
"PRINE ST",3
"PROPSECT PL",4
"PROSECT PARK SOUTH W",1
"PROSPECT  PL",1
"PROSPECT PARK SL",1
"PROSPECT PARK WES",1
"PROSPOST AVE",1
"PROVOST ST",4
"PUBLIC SCHOOL",1
"PUBLIC SCHOOL 174",1
"PUGSLAY AVENUE",1
"PUGSTEY",1
"PULAWSKI ST",1
"Peare Pl",3
"Perkiomen Ave",1
"Posen St",1
"Poultney St",4
"Prices Ln",2
"Prospect Park East",3
"QUANRY RD",1
"QUEEENS PLAACE SO",1
"QUEENS BLVD+",1
"QUEENS BLVDQ",1
"QUEENS BLVS",1
"QUEENS BOTANICAL GAR",1
"QUEENS BV",2
"QUENTIN AVE",1
"QUENTON RD",1
"QUEUNCER RD",1
"QUISENBURY DR",1
"R.L GRANT HWY",1
"R/O 108",2
"R/O 1165",3
"R/O 12-50 RED FERN A",1
"R/O 13 GRAHAM AVENUE",1
"R/O 1400 E NEW YORK",1
"R/O 1460",5
"R/O 1460 ENY AVE",1
"R/O 1469 CROPSEY AVE",1
"R/O 1534 NELSON AVE",1
"R/O 1600",1
"R/O 180",3
"R/O 1853 FULTON ST(L",1
"R/O 19-44",1
"R/O 1955",1
"R/O 2086 2ND AVE",1
"R/O 221-02 SPRINGFIE",1
"R/O 221-28 HORACE HA",1
"R/O 221-34 HHE",1
"R/O 225 WILLIS AVE",5
"R/O 2275",2
"R/O 234",1
"R/O 2424 HEALY AVE",1
"R/O 249-26 HORACE EX",1
"R/O 260",2
"R/O 275",2
"R/O 275 CHERRY ST",1
"R/O 3080 PARK AVE",1
"R/O 3220",1
"R/O 40 EBEY LANE",1
"R/O 515 JACKSON AVE",1
"R/O 595",1
"R/O 60 W 182 ST",1
"R/O 61 THATFORD AVE",1
"R/O 62 HUGUMOT",1
"R/O 64",1
"R/O 657",2
"R/O 657 EAST 108 ST",1
"R/O 658  WATER STREE",1
"R/O 658 WATER STREET",2
"R/O 66-26 METROPOLIT",1
"R/O 662 WATER STREE",1
"R/O 6722 PARSON BL",1
"R/O 7105",1
"R/O 731 TINTON AVE",4
"R/O 802 HICKSVILLE R",1
"R/O 81-20 149 AVE",1
"R/O 82 W 225 ST",3
"R/O 824 HICKS ST",1
"R/O 88-66 81 ROAD",1
"R/O 90-72 199 ST",1
"R/O 93-21 197 ST",1
"R/O 930 EAST4TH WALK",1
"R/O 96 NORWOOD",1
"R/O 997 DEKALB AVE",1
"R/O LAURELTON PKY",1
"R/O ROCKAWAY BEACH B",1
"R/OF 7800 SFP",1
"R/OF 81-03 BCH CH DR",3
"R/R OF 100 LUTEN AVE",1
"R/S 149 RD AVE BTWN",1
"R/S BELMONT",1
"R/S BUCHAMAN AVE",1
"R/S E 173 ST",1
"R/S FIELD PL",1
"R/S NELSON AVE",1
"R/S W 174 ST GRAND A",1
"R/S W 175 ST",1
"RADNOR ST",2
"RALPH A VE",1
"RALPH AND UNION",1
"RAMDALL  AVE",1
"RAMSOM ST",2
"RANDOLPH PL",2
"RASTRAN PKWY",1
"RB STATE PARK",8
"RCKWY BCH. BLVD",2
"READE AV",2
"READE AVE",2
"REAR 012 2221 NOSTRA",1
"REAR 3080 PARK AVE",1
"REAR 353",2
"REAR 393 GOLD ST",1
"REAR 545 TRINITY AVE",1
"REAR 66-26 METRO",1
"REAR 720 WESTCHESTER",1
"REAR OF 1225 ATLANTI",1
"REAR OF 1400 E NY AV",2
"REAR OF 1522 UNIONPO",1
"REAR OF 1598",1
"REAR OF 1836 MOTT AV",3
"REAR OF 185 NEVINS S",1
"REAR OF 2340",4
"REAR OF 258-01",3
"REAR OF 275 CHERRY",1
"REAR OF 355 8TH AVE",1
"REAR OF 517 E 117 ST",1
"REAR OF 72-02 51 AVE",1
"REAR OF 79-14 QUEENS",1
"REAR W/ 40 W 225 ST",1
"REAROF 85 LUDOLOW ST",1
"RECK AVE",1
"RECTOR PLAZA",1
"RECTOR RL",1
"RED FERN",1
"REDDING",1
"REDFERN  PLAYGROUND",1
"REEDSMIL LANE",5
"REINHARD RD",1
"REMINSON AVE",1
"REMMINGTON",1
"REMSENT AVE",1
"RENSSELAER AV",1
"RESEIVOIR AVE",2
"RESERER AVE",1
"RESEROR AVE",1
"RESERVOR AVE",2
"RESERVOR OVAL",2
"RESERVORY AVE",1
"REVJAMES POLITE",1
"RHINDLANDER AVE",2
"RHINLANDER",1
"RICH TER",1
"RICHARD AVE",5
"RICHARD PLAZA",2
"RICHMOND R",1
"RICHMOND TERRA",3
"RIERDALE AVE",1
"RILEY PL",2
"RITTOR PLACE",1
"RIVER AE",1
"RIVERBAK STATE PARK",1
"RIVERBANK LOWER LEVE",1
"RIVERBANK SP UPPER L",1
"RIVERBANKSTATE PARK",2
"RIVERSALE AV 20FT",1
"RIVERSIDE DIVER",1
"RIVERSIDE PL",1
"RIVERSODE AVENUE",1
"RNSD DR",3
"ROBERT AVE",2
"ROCK ECH BLVD",1
"ROCKAWAY BCH BLVDD",1
"ROCKAWAY BEACH RD",1
"ROCKAWAY BOULAND",1
"ROCKAWAY BR BLVD",1
"ROCKFELLA PLAZA W 48",1
"ROCKWAY BOULEVARD",1
"ROCTOR PL",1
"RODGERS AV",3
"RODGERS AV+",1
"RODGERS PLACE",2
"RODGES AV",1
"ROE ROAD",1
"ROEBLINS ST",1
"ROGER",4
"ROGER PL",1
"ROGERS AVE3",1
"ROLL BLVD",1
"ROOSEVELET AVE",1
"ROOSVELT",2
"ROSE WOOD AVE",1
"ROSEDALE DR",1
"ROSSVILLE",2
"ROY WILKINS LOT",1
"ROY WILLKINS AVE",1
"ROYCEDALE AVE",1
"RUBY RD",4
"RUFUS KING 90TH AVE",1
"RUSBY RD",2
"RUTGER",1
"RUTGER STREET",2
"RUTHLAUD",1
"RUTLAN RD",1
"RVSD DR",1
"RYE ST",1
"Reading Ave",1
"Reynolds St",1
"S 18 ST",1
"S 2",1
"S Beach Ave",2
"S ELLIOT",1
"S SERVICE RD",1
"S VALENTINE AVE",1
"S.OXFORD PL",1
"S/ E C/O LIVONIA AVE",1
"S/B  MAION",1
"S/B 222",1
"S/B C/O 80 ST",2
"S/B E 18",1
"S/B E/S 95 ST",1
"S/B FATHER CAPADANNO",1
"S/B GEORGIA AVE",1
"S/B LINDEN BLVD",1
"S/B LORIMER ST 20FT",1
"S/B MAJOR DEEGAN EX",1
"S/B MAJORDEEGAN SERV",1
"S/B OF EDGECOMBE AVE",1
"S/B PARSONS",1
"S/B RESERVIOR AVE",3
"S/B RESERVOIR",1
"S/B RIVERSIDE",1
"S/B ST NICHOLAS AVE",2
"S/B WESTER AVE",1
"S/C 49ST 100FT",1
"S/C/O 6 AVE",1
"S/E 67",1
"S/E 71 RD",1
"S/E 94 ST",1
"S/E ARCHER AVE 100FT",1
"S/E ARCHER AVE 20",1
"S/E C/O 113 SR",1
"S/E C/O 130 PL",1
"S/E C/O 131 ST",2
"S/E C/O 14 AV",1
"S/E C/O 161 ST",3
"S/E C/O 169 ST",2
"S/E C/O 192ND ST",2
"S/E C/O 210 PL",1
"S/E C/O 216 ST",1
"S/E C/O 21AVE",1
"S/E C/O 28 AVE",1
"S/E C/O 30PL",1
"S/E C/O 33 ST",1
"S/E C/O 34TH",1
"S/E C/O 40FT LIVONIA",1
"S/E C/O 48",1
"S/E C/O 51 ST",4
"S/E C/O 76 AV",1
"S/E C/O 83RD ST",1
"S/E C/O ADAMS",2
"S/E C/O ALLERTON AV",1
"S/E C/O ANDROUETTE A",1
"S/E C/O AV S",1
"S/E C/O AVE I",1
"S/E C/O BAY 6 ST",1
"S/E C/O BERRY",1
"S/E C/O BILLIOW  ST",1
"S/E C/O BOOTH MEMORI",1
"S/E C/O BRN AVE",1
"S/E C/O BUSSING AVE",1
"S/E C/O CARLTON",1
"S/E C/O CENTRAL AV",1
"S/E C/O CLGDE",1
"S/E C/O DUMONT",1
"S/E C/O E 151 ST",2
"S/E C/O E 19 ST",4
"S/E C/O E 204 ST",1
"S/E C/O E 219 ST",1
"S/E C/O E 29ST",1
"S/E C/O E 35",3
"S/E C/O E 54 ST",1
"S/E C/O E 55",1
"S/E C/O E 81",1
"S/E C/O E 89",1
"S/E C/O E MOSH PKY",1
"S/E C/O EUCLID AV",1
"S/E C/O EUCLID AVE",1
"S/E C/O EYLANDT ST",3
"S/E C/O GARNET",1
"S/E C/O HALE  AVE",1
"S/E C/O HENRY ST",1
"S/E C/O HUGUENOT AVE",2
"S/E C/O JAMAICA",7
"S/E C/O JAVIS AVE",1
"S/E C/O LAFAYETTE ST",1
"S/E C/O LEXINGTON",2
"S/E C/O MACLAY AVE",2
"S/E C/O MANER RD",1
"S/E C/O MANHATTAN AV",2
"S/E C/O MAPLE ST",1
"S/E C/O MARCY",1
"S/E C/O MEEKER AVE",1
"S/E C/O MERRICK",1
"S/E C/O NEW KIRK  AV",1
"S/E C/O NEW KIRK AVE",1
"S/E C/O PLATWOOD AVE",1
"S/E C/O POWERS ST",1
"S/E C/O REID",1
"S/E C/O REID CHAUNCY",1
"S/E C/O RESERVIOR AV",1
"S/E C/O RYDERS ALLEY",1
"S/E C/O SANFORD ST",1
"S/E C/O SHORE PKY",1
"S/E C/O SPRING",1
"S/E C/O SUTPHIN",3
"S/E C/O TAYLOR AVE",1
"S/E C/O UNION",2
"S/E C/O W 115 ST",1
"S/E C/O W 151 ST",1
"S/E C/O W 152",1
"S/E C/O W 180ST",1
"S/E C/O W 228 ST",1
"S/E C/O W 39",1
"S/E C/O W 39 ST",2
"S/E C/O W 71",1
"S/E C/O W144 ST",1
"S/E C/O WALL ST",1
"S/E C/O WALTHAM",1
"S/E C/O WARWICK ST",1
"S/E C/O WEIRFIED ST",1
"S/E C/O WERFIELD ST",1
"S/E C/O WEST 26",1
"S/E C/O WINTHROP ST",2
"S/E C/O YORK ST",2
"S/E C/OELTON ST",1
"S/E C/OPERSON",1
"S/E CO 97 PL",1
"S/E CO E9",1
"S/E CO LUTER AVE",1
"S/E CO. DUMONT",1
"S/E CO. E 71 ST",1
"S/E CORNER E 172ND S",1
"S/E CORNER E 94 ST",1
"S/E CORNER KINGS HWY",1
"S/E CPRMER CLAREDON",1
"S/E CR W 197 ST",1
"S/E E 228",1
"S/E E 43 ST",1
"S/E HIGHLAWN AVE",1
"S/E HINSDALE ST",1
"S/E INWOOD ST",1
"S/E OF W 8 ST",1
"S/E S/O COURTLANDE A",1
"S/E SIDE OF 80TH ST",1
"S/E SULLIVAN PL",1
"S/E TRYON AVE",1
"S/E WEST 48TH",2
"S/E WEST 96 ST",1
"S/E WST 3 ST",1
"S/E WST 4 ST",3
"S/E WST 5 ST",1
"S/E WST5 ST",1
"S/E/C CONCORD AVE",2
"S/E/C E 76 ST PARK",1
"S/E/C GARNET",1
"S/E/C GREENWICH ST",1
"S/E/C W 12 ST",1
"S/E/C WASHINGTON ST",1
"S/E/C/O 135 ST",1
"S/E/C/O 137ST",1
"S/E/C/O 2ND AVE",1
"S/E/C/O 3 AVE",1
"S/E/C/O 34 ST",1
"S/E/C/O CHAUNCEY",1
"S/E/C/O JOHNSON",1
"S/E/C/O MORNINGSIDE",1
"S/E/C/O W 122 ST",1
"S/E/C/O W 47",1
"S/E/S OF 410 RIVERSI",1
"S/EC/O 32 ST",2
"S/EC/O 3RD AVE",1
"S/EC/O 44 ST",1
"S/EC/O 71 ST 6",1
"S/EC/O BEACH 54",1
"S/EC/O COLONIAL RD",1
"S/EC/O E 12 ST",1
"S/EC/O E 228 ST",1
"S/EC/O E228 ST",1
"S/EC/O RICHARDSON",1
"S/EC/O SEDGWICK AVE",1
"S/I C/O 32 ST",1
"S/O 1-50 51 AVE",1
"S/O 104 BRIGHTWATER",1
"S/O 108-18 QUEENS BL",1
"S/O 1095 ATLANTIC AV",1
"S/O 1101",1
"S/O 115-30 PARK LANE",1
"S/O 124-02 97 AVE",1
"S/O 125 AVE",1
"S/O 127 AVE",1
"S/O 136-29",1
"S/O 137-02 130 AVE",2
"S/O 158-04 SANFORD A",1
"S/O 162 TROY AVE",1
"S/O 1711 LACOMBE",1
"S/O 1715 LACOMBE",1
"S/O 172 PPS W",1
"S/O 1821 PITKIN AVE",1
"S/O 185 ROGERS AVE",1
"S/O 188-20 LUDLOW AV",1
"S/O 213-05 34 AV",1
"S/O 218-18 39 AVE",1
"S/O 227 DUMONT AVE",1
"S/O 227-03 56  AVE",1
"S/O 252 OSBORN ST",1
"S/O 292",1
"S/O 32 JACKSON ST",1
"S/O 320 CONVENT AVE",1
"S/O 320 E 156 ST",2
"S/O 321 GATES AVE",1
"S/O 3320 BROADWAY",1
"S/O 3601 CHURCH AVE",1
"S/O 372 BLAKE AVE",1
"S/O 460",1
"S/O 473 475 477 FDR",1
"S/O 500 ZEREGA AVE",1
"S/O 51-11",1
"S/O 574 WARREN ST",2
"S/O 580",1
"S/O 598  E 85 ST",1
"S/O 60 E. 138 ST",1
"S/O 623 8TH AVE",1
"S/O 630",1
"S/O 64 W 181 ST",1
"S/O 72-15 160 ST",1
"S/O 75-01 60 LANE",1
"S/O 814 THOMAS BOYL",1
"S/O 85-59 LITTLE NEC",1
"S/O 86-02 ELMHURST A",1
"S/O 860 WEST END AVE",1
"S/O 88-16 89 AVE",1
"S/O 89 CHRISTOPHER",1
"S/O 90-72 199 ST",1
"S/O 91 TYSEN ST",1
"S/O 918",1
"S/O 9204 DITMARS BLV",1
"S/O 95-02 32 AV",1
"S/O 97-77 QUEENS BLV",1
"S/O 976",4
"S/O C/O E 70",1
"S/O COURT",1
"S/O DRURY AVE 30",1
"S/O E 117 ST",1
"S/O E 16TH ST",1
"S/O E FORDHAM",1
"S/O FARTHER CAPPADAN",1
"S/O FR CAPADINO",1
"S/O N MONROE ST",1
"S/O ORA ST 30",1
"S/O PSA4 -130 AVE C",1
"S/O S/W C/O 107 AVE",1
"S/O THAMES ST",1
"S/O W 155 ST",1
"S/O W BURNSIDE",1
"S/O WOOHULL STREET",1
"S/O4002 GLENWOOD",1
"S/S  AVE U",1
"S/S 10 AVE",1
"S/S 120 AVE 40",1
"S/S 149 ST",1
"S/S 16 ST",2
"S/S 169 ST",1
"S/S 1ST 20",1
"S/S 21 AVE",1
"S/S 227-03 56 AVE",1
"S/S 280 MADISON ST",2
"S/S 39 AVE 5FT",1
"S/S 3RD",3
"S/S 41ST ST",2
"S/S 425 MADISON",1
"S/S 49 AVE 160",1
"S/S 51 RD",2
"S/S 52 STREET",1
"S/S 6 ST  15",1
"S/S 60 ST 50",1
"S/S 60 STREET",1
"S/S 62RD",1
"S/S 67 RD",1
"S/S 67 ST",3
"S/S 80 F. FROM 5 AVE",1
"S/S AV H 75FT",1
"S/S AV M 10FT",1
"S/S AVE 0 0",1
"S/S AVE K 50FT",1
"S/S AVE M 42",1
"S/S AVE M 50FT",1
"S/S AVERY",1
"S/S BERGEN ST",2
"S/S BLACKROCK AVE",1
"S/S BLEECKER 40FT",1
"S/S BUTLER AVE",1
"S/S BWDY AVE",1
"S/S C/O 8 AVE",1
"S/S CLARKSON ST",2
"S/S CLINTON",1
"S/S DEBEVOISE ST",1
"S/S DIVISION PL 0FT",1
"S/S DUMONT AVE",2
"S/S E 144 ST",3
"S/S E 156 ST",1
"S/S E 161 ST",3
"S/S E 182 ST",1
"S/S E 33 ST",1
"S/S E 37TH ST",1
"S/S E NEW YORK AVE",1
"S/S EAST 55 STREET",1
"S/S EAST 65TH STREET",1
"S/S FAIRVIEW AVE",2
"S/S GREENWICH ST",2
"S/S HANOVER",6
"S/S HARLEMRIVER DRIV",1
"S/S HONORER ST",1
"S/S HOUSTONS ST",1
"S/S HUBERT ST",3
"S/S LA COMBE AVE",1
"S/S LAFAYETTE AVE 20",1
"S/S LIBERTY AVE 4",1
"S/S LOCUST AV",1
"S/S LOCUST AV 25FT",1
"S/S MARTENSE AVE",2
"S/S MERMAID AVE",1
"S/S MORRIS ST 300",1
"S/S MURRAY",5
"S/S N 15 ST",2
"S/S N 4 ST 140",1
