"V1","V2"
"W/S 2 AVENUE 10FT",2
"W/S 23 ST 20 FT",1
"W/S 23 ST 50",1
"W/S 2AVE 40FT",1
"W/S 2ND AVE",19
"W/S 3 AVE",37
"W/S 31 ST",71
"W/S 34 ST",6
"W/S 34RD",1
"W/S 43 AVE",1
"W/S 58TH ST",1
"W/S 6 AVE 75FT",4
"W/S 78 ST",6
"W/S 83ST",1
"W/S 8TH AVE",4
"W/S 9TH AVE",11
"W/S ALBANY AV",2
"W/S BAY PKWY",44
"W/S BROOKS AVE",1
"W/S CHRISTIE",1
"W/S CODY PL",6
"W/S CUMBERLAND ST",1
"W/S E 18 ST",6
"W/S E 46TH ST",1
"W/S E 54 ST 50FT",1
"W/S E 96 ST",6
"W/S FAIRVIEW AVE",1
"W/S FARRAGUT RD",1
"W/S FRONT ST",39
"W/S GUERNSEY",2
"W/S JEROME AVE",8
"W/S KINGSTON AVE 2FT",1
"W/S MALCOLM X BLVD",16
"W/S MANHATAN AVE",1
"W/S MONTAUK AVE",16
"W/S MORRISON AVE",5
"W/S OCEAN PKWY",4
"W/S OF 170 STREET",1
"W/S OF 44-02 BROADWA",1
"W/S OF 6 AVE",2
"W/S OF 7TH AVE",7
"W/S OF FORSYTH ST",1
"W/S OF LOGAN ST",6
"W/S OF SUFFOLK ST",1
"W/S OF VAN CORTLANDT",2
"W/S PARK AVE N/B 15",1
"W/S PENNSYLVANIA AVE",3
"W/S RSD 30 FT SOUTH",2
"W/S SHOTWELL AVE",6
"W/S STICKBALL AVENUE",3
"W/S SUFFULK ST",1
"W/S W 21 ST",1
"W/S W35TH ST",2
"W/S WALTON AVE",8
"W/S WASHINGTON AV",4
"W/S WEST END AVE",3
"W/S WEST ST",10
"W/S WHITTIER ST 200",2
"W/S/O 3 AVE",2
"W/S/O COURT ST",2
"W/SBARUCH DR",1
"W/W C/O 152 ST",1
"W1 86TH ST",1
"W111 ST",6
"W135 ST",4
"W141 ST",6
"W228 ST",3
"W35",2
"W56 ST",9
"W92 ST",3
"WADENSEDGE DR",1
"WADROW RD",1
"WALDRON ST",23
"WALLER ST",2
"WALLWORTH ST",3
"WALTEN AVE",3
"WARD WELL AVE",1
"WARING  AVE",1
"WARSOFF PLACE",2
"WARWICK AVE",8
"WASH AVENUE",1
"WASHINGTON AE",1
"WATERBURY",13
"WATON AVE",7
"WATSON",34
"WATT",4
"WB ATLANTC AVE",1
"WEEKS BLVD",1
"WEIRFEILD ST",3
"WELDON STREET",7
"WELLER",2
"WELLINGFORD CT",1
"WEST 103 STREET",5
"WEST 104 ST",43
"WEST 11 STREET",20
"WEST 116",17
"WEST 118TH STREET",2
"WEST 123RD ST",4
"WEST 129TH STREET",8
"WEST 130",2
"WEST 139TH STREET",17
"WEST 14 STREET",10
"WEST 142",5
"WEST 143 ST",36
"WEST 145TH ST",8
"WEST 146TH STREET",11
"WEST 147 STREET",26
"WEST 148 TH ST",1
"WEST 149 STREE",1
"WEST 152  STREET",1
"WEST 152ND ST",7
"WEST 156 ST",15
"WEST 156 STREET",11
"WEST 158 STREET",8
"WEST 163 ST",19
"WEST 168ST",1
"WEST 179",3
"WEST 188 ST",20
"WEST 195 ST",2
"WEST 2 ST",8
"WEST 203 ST",16
"WEST 204 ST",24
"WEST 207 STREET",15
"WEST 212 ST",3
"WEST 21ST ST",8
"WEST 236TH STREET",2
"WEST 258 ST",2
"WEST 28",13
"WEST 28 ST",170
"WEST 33RD ST",16
"WEST 36 ST",101
"WEST 36 STREET",66
"WEST 40TH STREET",8
"WEST 44",21
"WEST 45",9
"WEST 46 STREET",56
"WEST 48 STREET",30
"WEST 54 ST",31
"WEST 5TH ST",30
"WEST 66 ST",6
"WEST 69 STREET",6
"WEST 72 ST",44
"WEST 7TH STREET",7
"WEST 81 ST",15
"WEST 83RD ST",11
"WEST 86 ST",43
"WEST 87TH STREET",2
"WEST 89",7
"WEST 90TH",1
"WEST 95 STREET",13
"WEST BOURNE AVENUE",4
"WEST FARMS DR",1
"WEST FD",2
"WEST FIELD ST",4
"WEST FORDHAM",4
"WEST KINGS BRIDGE",3
"WEST KINGSBRIDGE",32
"WEST OF BOWNS ST",1
"WEST OF BWAY",1
"WEST SIDE AVE J",1
"WEST ST PIER 40 S. L",1
"WESTBAY ST",1
"WESTBOURNE AVE",4
"WESTCHER AVE",4
"WESTCHESER AVE",6
"WESTCHESTER AVER",1
"WESTCHESTER RD",11
"WESTCHESTER SQAURE",2
"WESTERVELT",3
"WESTSIDE OF RIVERSID",1
"WESTSIDE OF SOUTH ST",3
"WETSON AVE",1
"WH PL RD",1
"WHIPPLE STREET",2
"WHITE PLNS RD",16
"WHITEFISH TRANGLE",1
"WHITEHALL PL",7
"WHITEPLAINS",8
"WHITESTONE SERVICE R",4
"WHITLOCK AVE",14
"WILD AV",1
"WILKINSON AVE",56
"WILLET AVENUE",1
"WILLIAMS",42
"WILLIAMSBRDGE RD",1
"WILLIAMSBURG W ST",5
"WILLMOBS ST",1
"WILLOUGBY AVE",21
"WILLOUGHBY AVENUE",11
"WILLOUHBY",2
"WILLOW ROAD WEST",2
"WILLOWOOD LN",2
"WILOUGHBY AVE",7
"WILSON ST",67
"WINDAM AVE",1
"WINTHOP",1
"WOCCOTT AVE",1
"WOERBLE AVE",1
"WOLCOTT STREET",13
"WOLFES POND PARK",4
"WOOD CUTTERS LN",1
"WOODBINE",30
"WOODCREST RD",21
"WOODRUFF",27
"WOODS",2
"WOODSIDE AVENUE",4
"WOOSTER",134
"WORFOLK ST",1
"WORKH ST",1
"WORLDS FAIR MARINA",9
"WORTH ST",145
"WORTHEN STREET",3
"WORTHERN ST",2
"WORTHMAN AVE",25
"WTHEROLE ST",1
"WYCHOFF AVE",1
"WYCKHAM  AVE",1
"WYCOFF",16
"WYONIA AVE",1
"WYTHE ST",45
"Washington Walk",13
"Weiher Ct",11
"West Dr",4
"Westbrook Ave",12
"Wieland Ave",10
"Wilbur St",8
"Williamsburg Brg",2
"Winter St",7
"Witteman Pl",1
"Witthoff St",20
"Wolf Pl",24
"Wolverine St",32
"Woods Pl",18
"YANZANGA",1
"YATES AVENUE",5
"YELLOWSTOEN BLVD",3
"YELLOWSTON BLVD",18
"YETMAN AVE",19
"YJRYII IYOJTT",1
"Yukon Ave",2
"Zeck Ct",5
"`DRAKE ST",1
"west thames",5
"1 ST STREET",3
"10  N/E 87",1
"10  S/E C/O CLOVERDA",1
"100  N/W CO. MARON P",2
"100  S/W C/O CARROLL",2
"100 FT 66 ST",1
"100FT FROMT 11 PRESC",1
"100FT S/B C/O E.55 S",1
"100FT SOUTH S/W C/O",1
"102 RD",11
"104 SL",1
"104-64",2
"104TH ST",14
"10FT SCHERMERHORN",2
"11 44 FI 41 58",1
"11 89AV",1
"11 STREET",16
"111TH",1
"113",1
"113 DRIVE",4
"114 PL",27
"114 ROAD",7
"114 STREET",27
"115 DRIVE",3
"116TH AVE",8
"11TH AVE NY NY",1
"12 AVE.",2
"122ND  ST",1
"123RD STREET",1
"124",2
"124th Ave",10
"1259",1
"126 AVE",12
"128TH AVE",1
"129 AVE",28
"130 STQ",1
"132ND ST 15",1
"133 AVENUE",15
"136TH ST",5
"137 AVENUE",9
"137TH AVE",3
"138 ST EAST SIDE",1
"138 STREET .",2
"139",3
"13rd Ave",5
"144th Dr",31
"146TH ST",18
"147PL",2
"149 PLACE",22
"14ST",5
"15 FT W 236 ST",1
"150 PLC",2
"153",11
"153 AVE",30
"157 AVE",15
"158TH ST",8
"159TH ST",3
"16 LN",1
"160TH ST",16
"161ST",4
"170 STR",1
"170 STREET",28
"174 STREET",13
"175TH ST",4
"177TH PL",3
"179 TH ST",1
"17TH RD",3
"18 AVENUE",19
"180TH STREET",10
"181 STREET",7
"184 STREET",6
"188",5
"190 STREET",11
"198 AVE",1
"199 PL",1
"199 STREET",21
"19TH",5
"1ST AVE , NY , NY 10",1
"1ST CT",2
"2 STREET",5
"20  W/O 23 STREET",1
"200 FT SOUTH OF 130",2
"200 STREET",11
"200FT BAY PARKWAY",1
"203 STREET",10
"20FT N/B 334 FURMAN",1
"20FT SOUTH S/E CRANS",1
"210 PL",8
"210TH ST",1
"215 STREET",14
"219 STREET",5
"222",7
"223 PL",23
"25 DRIVE",12
"25 FEET SOUTH OF",1
"251 STREET",2
"258 ST",17
"25FT N/E N 8",1
"263",2
"272-90TH",1
"28 AV",13
"29 ST 150 FT S/O SKI",1
"2ND AE",6
"30  WEST 149 ST",1
"30 FEET FRM 153 ST",2
"30FT SOUTH OF 65 AVE",1
"31ST",12
"33 AVENUE",6
"34 ROAD",7
"34ST",8
"35 OF MARDEN ST",1
"37 AVE.",2
"373 COLUMBIA ST",1
"38TH AVENUE",11
"40  N/W C/O 59 AVE",2
"40 FT WEST OF 150 ST",1
"40 YARD S/E C/O 21 S",1
"43RD",18
"44RD ST",8
"45 ROAD",6
"45AVE",11
"47 AVE C/O",1
"480  W PALISADE AVE",1
"49 AVENUE",3
"4TH AE",4
"5  S/W C/O 174 ST",1
"5 STREET",13
"50 AV",6
"50 TH",2
"500FT I/O MERMAID AV",1
"50FT WEST I/O PARK A",1
"50FT WEST OF C/O",1
"51 AV",4
"51st Dr",12
"52RD ST",6
"54AVE",11
"55 AVENUE",8
"55 NNUSOW WV",1
"55 RD",9
"57 TH",3
"58 ROAD",8
"59 DR",29
"59TH AVE",23
"5RD AVE",1
"5TH AVE C/O",1
"6 AVE.",3
"6 STREET",11
"60  226 ST",1
"60 AVENUE",25
"61 ST ST",6
"62 PL",3
"64TG ST",1
"65 RD 8FT",2
"65AVE",15
"65th Ln",42
"66 ROAD",19
"66 SANFORD AVE",2
"66TH ST",36
"67 CARGO SERV RD",1
"67-102 AMSTEL",1
"67ST",24
"68TH PL",1
"6TH",35
"71 CRESCENT",7
"72nd Ct",16
"73RD AVE",9
"75 AVENUE",14
"75 PL",4
"75TH RD",2
"75TH STREET",7
"78",4
"78 DR",5
"79 PLACE",5
"79TH",3
"7TH AVD",3
"8 AVE3",2
"8 TH AVENUE",1
"80 RD",45
"80 ST.",3
"81 STR",2
"82RD",4
"83 DR",3
"84  ST",1
"84TH RD",1
"84TH STREET",35
"85 ROAD",5
"85TH AVE",3
"86 AVENUE",4
"86 ST.",5
"87TH STR",1
"88 TH ST",2
"88ST",6
"8ST",6
"8TH  AVE",9
"9 STREET",17
"9 TH",1
"90 A VE",1
"90 RD",12
"90TH AVE",34
"91ST ST",12
"92 AV",11
"93ST",3
"94TH ST",41
"95AVE",2
"96TH S",1
"98 S",1
"9TH",19
"A/E C/O MYRTLE AVE",1
"ACADEMY STR",5
"ADAM CLAYTON PARKWAY",1
"ADAM CLAYTON PKWY",2
"ADAM POWELL",14
"AEV ST JOHN",1
"AGUILEN AVE",1
"AKRON ST",4
"ALBANNERS WEST LOT",4
"ALBANY CRESANT",1
"ALBEMARLE TERRACE",1
"ALBERTON ST",5
"ALCOTT PLACE",27
"ALDERTON STREET",10
"ALDERWOOD PL",2
"ALSTYN AVE",2
"ALYSIA COURT",1
"AMBER",7
"AMPERE AVENUE",2
"AMSTERDAM AE",6
"AMTERDAM AVE",4
"AMUNDSON AVE",10
"ANDERWS AVE",2
"ANDREWS AV",3
"ANGELA DR",5
"ANNADALE RD PARK",1
"ANTHONY  AVENUE",1
"ANTIN PL",10
"AQUEDUT AVE",2
"ARCHE RD",1
"ARLENE",1
"ARTHONY AVE",2
"ARTHUR AVENUE",8
"ASTIORIA BLVD",1
"ASTORIA PARK",13
"ATKINS AV",4
"ATLANTIC AE",7
"ATLATIC AVE",43
"AUDUBON ST",4
"AURELIA CT",5
"AUSTIN PL",9
"AV C",4
"AVA PL",5
"AVED",2
"AVENUE  K",1
"AVIATOR SPORTS",2
"Acacia Ave",3
"Alan Loop",3
"Alton Pl",13
"Area Pl",7
"Aubrey Ave",19
"Auburn Ave",11
"Austell Pl",27
"B .56 PL",1
"B 120 ST",9
"B 12TH ST",1
"B 135 ST",13
"B 25 ST",9
"B 29 ST",8
"B 47 ST",3
"B 51 STREET",4
"B 56 PLACE",16
"B 56TH ST",7
"B 70 ST",9
"B 70TH ST",2
"B 79 ST",11
"B 81",3
"B 87 ST",9
"B 90 ST",27
"B 94",2
"B 95",11
"B 97 STREET",3
"B. 95 ST.",2
"B.120 ST",2
"B/O 360 FURMAN ST",1
"B116 ST",3
"B117 ST",4
"B29 ST",2
"B56 ST",1
"BACAH 32 ST",1
"BAILEY Y AVE",1
"BAIN BRIDGE",11
"BAINBRIDGE AV",13
"BAINBRIDGE DR",1
"BAISELY",1
"BAISELY BLVD",4
"BALLEY AVE",3
"BALSAM PLACE",2
"BALTIC",26
"BANGFROT AVE",1
"BANYER PLACE",9
"BARLOW AVE",8
"BARRY STREET",1
"BARTEL PRITCHARD SQ",2
"BARTHOLD ST",3
"BASIBY ST",1
"BATHGATE AVENUE",10
"BATHOLD AVE",1
"BAUGHMAN PL",1
"BAXTER",12
"BAY 13",10
"BAY 16TH ST",12
"BAY 17 ST",27
"BAY 17TH ST",11
"BAY 19TH ST",11
"BAY 22",11
"BAY 22 STREET",11
"BAY 32",13
"BAY 50 STREET",13
"BAY 7TH ST",11
"BAY PLAZA 600FT",1
"BAY STR",1
"BCH 121 ST",2
"BEACH 112 ST",3
"BEACH 12TH STREET",14
"BEACH 169TH STREET",12
"BEACH 17TH ST",11
"BEACH 20TH STREET",26
"BEACH 22 ST",30
"BEACH 22ND STREET",4
"BEACH 3 STREET",1
"BEACH 39TH STREET",3
"BEACH 44 ST",15
"BEACH 50 ST",5
"BEACH 56 STREET",16
"BEACH 6 ST",7
"BEACH 72ND STREET",7
"BEACH CHANNELL DRIVE",1
"BEAUFR ST",2
"BECK",4
"BEDFORD PARK",31
"BEDMONT AVE",1
"BEECH TERR",5
"BEEKMON AVE",1
"BEHIND 1455 HARROD A",1
"BELLAIRE PL",1
"BENNY AVE WEST",1
"BENSON ST",20
"BERGAN ST",11
"BERGEN CT",21
"BERSEN ST",3
"BESSEMUND AVE",2
"BHG 56 JFKIA ARR",1
"BINSTEIN LOOP",1
"BIRMINGTON PARKWAY",3
"BIVONA STREET",12
"BK BRIDGE PK",5
"BLACKROCK",4
"BLAIR AVE",5
"BLD",14
"BLDG 55 JFKIA",1
"BLDG 60 ARRIVALS JFK",1
"BLDG 60 JFKIA",1
"BLUE LOT AISLE 201",3
"BOAT LAUNCH PKG LOT",10
"BODEN BLVD",3
"BOERUM  PL",1
"BOGADUS PL",1
"BOGARDS PL",2
"BOGART ST",22
"BOOME AVENUE",1
"BORINQUEN PL",4
"BOSTON RD 200",1
"BOSTON ST",4
"BOYNTON",28
"BOYNTON AVENUE",9
"BRABANT  ST",1
"BRACHARD AVENUE",1
"BRADFORD",27
"BRADFORD  ST",1
"BRADY",22
"BRANDHURST",1
"BRAYNT PARK",2
"BREWLWAY",1
"BRIGHTON  118",1
"BRIGHTON 11 STREET",14
"BRIGHTON 11ST",3
"BRIGHTON 3RD ST",25
"BRIGHTON 4TH RD",9
"BRIGHTON 7 STREET",9
"BRIGHTON 8 STREET",4
"BRIGHTON BEACH  AVE",4
"BRIGHTON BEACH RD",8
"BRIGHTON BEACH ST",2
"BRIGHTON STREET",2
"BRIGLTON BEACH",3
"BRIGLTON BEACH AVE",8
"BRITTON",6
"BRO",2
"BROADWAY WOODHULL",3
"BROADY",11
"BRODHURST AVE",3
"BROND PARK",1
"BRONX PARK, UNION",1
"BRONX PK E",15
"BRONX RIVER AVENUE",12
"BRONXRIVER AVE",13
"BRONXWOOD  AVE",1
"BROOKDALE PLAZA",27
"BROOKEVILLE BLVD",2
"BROOKLY AVE",1
"BROOKLYN BRIDGE",14
"BRWAY",4
"BRYANS AVE",1
"BUCHANON AVE",3
"BUCHANON PLACE",1
"BURDEN CRESCENT",7
"BURNETT PL",9
"BURNETT PLACE",9
"BURNETT ST",5
"BUSHWICK INTER PARK",2
"BUTON ST",1
"BX PARK EAST",24
"BX PH EAST",3
"BXPK AVE",2
"Bathgate St",3
"Bay 24th St",18
"Bay 27th St",8
"Beach 139th St",32
"Beach 143rd St",55
"Beach 24th St",26
"Beach 45th St",18
"Beach 75th St",9
"Beach 85th St",5
"Beach Channel Drive",9
"Brattle Ave",3
"Bridgeton St",8
"Brighton 4 Pl",6
"Brocher Rd",23
"Burton Ave",13
"Burton St",8
"C /O DORCHESTER RD",1
"C/ 112 AVE",1
"C/ O217 ST",1
"C/N PRINCE",5
"C/O  BAY RIDGE A",1
"C/O  CARBIN AVE",1
"C/O 103 AVE",11
"C/O 106",1
"C/O 107 ST",8
"C/O 1135",1
"C/O 119 STREET",1
"C/O 12 AVE",6
"C/O 120TH 40FT",1
"C/O 126 ST",18
"C/O 131 AVE",8
"C/O 132 RD",3
"C/O 134",5
"C/O 143 RD",1
"C/O 143 ST",7
"C/O 144 ST",23
"C/O 146TH ST",2
"C/O 14TH AVE",6
"C/O 15 AVE",8
"C/O 150 AVE",6
"C/O 155 ST",8
"C/O 161",5
"C/O 167",5
"C/O 16TH AVE",4
"C/O 17 RD",2
"C/O 175 ST",20
"C/O 17RD",1
"C/O 197TH STQ",1
"C/O 2007 LINDEN BLVD",1
"C/O 21 AVE",36
"C/O 210 ST",5
"C/O 211 STREET",1
"C/O 218 ST",5
"C/O 221 ST",14
"C/O 235 ST",5
"C/O 236 ST",4
"C/O 242 ST",8
"C/O 258-01 UNION TPK",1
"C/O 261 ST",1
"C/O 28 STREET",1
"C/O 33 AVE",3
"C/O 34TH",1
"C/O 36 AVE",6
"C/O 38 MARCY AVE",1
"C/O 43",1
"C/O 455 E 92ND ST",1
"C/O 524 VANDALIA AV",1
"C/O 52ST",1
"C/O 54 ST",7
"C/O 5TH ST",9
"C/O 61 ST",11
"C/O 69 ROAD",4
"C/O 70 AVE",3
"C/O 70 RD",1
"C/O 76 AVENUE",1
"C/O 78",3
"C/O 78 AVE",18
"C/O 78 RD",4
"C/O 85 DR",2
"C/O 8TH AVE",6
"C/O ADAMS",1
"C/O ALBEMORLE RD",2
"C/O ALDERTON ST",2
"C/O ALSTYNE",1
"C/O AMITY PL",1
"C/O AMPERE",1
"C/O ANTHONY AVE",7
"C/O ARMSTRONG AVE",6
"C/O ARNOW AVENUE",5
"C/O ARTHUR",3
"C/O ATKINS AVE",5
"C/O AUSTIN STREET",6
"C/O AVE A",3
"C/O AVE Z",7
"C/O B 74",1
"C/O B 97 ST",4
"C/O B137 ST",1
"C/O BABBAGE",2
"C/O BAISLEY  BLVD",1
"C/O BARLEY",1
"C/O BARNER AVE",2
"C/O BARRETT AVE",1
"C/O BEACH CHANEL DR",4
"C/O BEECH AVE",5
"C/O BELMONT AVE",19
"C/O BETTY CT",4
"C/O BEVERLEY RD",4
"C/O BEVERLY RD",17
"C/O BILLIOV ST",1
"C/O BLACKROCK AVE",1
"C/O BOLLER AVE",7
"C/O BOOTH ST",11
"C/O BOPLE EAST",1
"C/O BRADFORD",2
"C/O BRAGG",1
"C/O BRIGHTON 3RD",1
"C/O BRONX PARK SOUTH",3
"C/O BRONXDALE",39
"C/O BRUCKNER",9
"C/O BRUNER AVE",19
"C/O BULLARD",1
"C/O BXPARK EAST",1
"C/O CALHOUN AVE",1
"C/O CANALNE",1
"C/O CHERRY ST",6
"C/O CLAY ST",6
"C/O COLDEN",31
"C/O COOLIDGE AVE",2
"C/O CORLEAN",1
"C/O COZSA",1
"C/O CROTONA PARK E",3
"C/O CRUGER AVE",5
"C/O DEGRAW ST",6
"C/O DOSCHER ST",6
"C/O E 100 ST",6
"C/O E 105 ST",3
"C/O E 12TH",1
"C/O E 132 ST",3
"C/O E 141",1
"C/O E 142 ST",24
"C/O E 146 ST",1
"C/O E 149",4
"C/O E 153 ST",8
"C/O E 158 ST",2
"C/O E 170 STREET",1
"C/O E 172ND ST",2
"C/O E 178",7
"C/O E 182ND ST",2
"C/O E 193RD",1
"C/O E 215TH ST",1
"C/O E 226TH ST",3
"C/O E 236",4
"C/O E 240",6
"C/O E 241 ST",17
"C/O E 29 ST",8
"C/O E 32",12
"C/O E 36 ST",4
"C/O E 52 ST",12
"C/O E 71 ST",6
"C/O E 75",4
"C/O E 85 ST",7
"C/O E 87",3
"C/O E FORDHAM RD",24
"C/O E MOSHPLNY",1
"C/O E NY AVE",5
"C/O EAST  91 ST",1
"C/O EAST 17TH",3
"C/O EAST 59",1
"C/O EBBITS ST",1
"C/O EDGEWOOD",3
"C/O EDGEWOOD AV",1
"C/O EDSON",2
"C/O ELDER LN",1
"C/O ELSON CT",3
"C/O ELY",4
"C/O ERSKINE PL",5
"C/O EVELYN",4
"C/O FIELDING ST",1
"C/O FLATBUSH AV",2
"C/O FORIEST AVE",1
"C/O FRANIS LEWIS BLV",2
"C/O FURMAN ST",4
"C/O GLENWOOD",6
"C/O GOULDEN AVE",5
"C/O GUY R BREWER BLV",4
"C/O HAMILTON AVE",4
"C/O HAMILTON PKWY",2
"C/O HANCOCK PL",3
"C/O HARTMAN LA",1
"C/O HEGEMAN",11
"C/O HEMLOCK ST",3
"C/O HERKIMER ST",11
"C/O HETT AVE",1
"C/O HIGHLAND PL",1
"C/O HILLSIDE",8
"C/O HOME",9
"C/O IRVING AVE",7
"C/O JERSEY ST",3
"C/O KAPOCK AV",1
"C/O KEEGANS LANE",1
"C/O KNAPP ST",3
"C/O LAGUARDIA PL",1
"C/O LARKIN ST",1
"C/O LAWTON AVE",1
"C/O LEXINGTON",12
"C/O LIVONIA AVE",29
"C/O LORIMER",3
"C/O LURTING",8
"C/O MACLOM PLACE",1
"C/O MANE AVE",1
"C/O MANGIN ST",7
"C/O MARION AVE",12
"C/O MARSH AVE",1
"C/O MCDOUGAL ST",4
"C/O MESEROLE AVE",1
"C/O MONROE AVE",6
"C/O MOTHER GASTON",7
"C/O MOTHER GASTON B",1
"C/O MULBERRY",5
"C/O N 8TH ST",5
"C/O N9 ST",1
"C/O NEVINS",3
"C/O NOEL",1
"C/O NOME AVE",2
"C/O NORMAN AVE",4
"C/O NORTHERN BLVD",10
"C/O NUGENT AVE",2
"C/O O BRIEN AVE",1
"C/O OCEANCREST BLVD",1
"C/O OF 135 ST",1
"C/O OF LINDEN BLVD",2
"C/O OGORMAN AVE",1
"C/O OLMSTEAD",10
"C/O PAERDEGAT AVE N",2
"C/O PARK AVENUE",2
"C/O PARK PLACE",4
"C/O PEARSALL",3
"C/O PELHAM PK",1
"C/O PELHAM PKWY",6
"C/O POWELL",3
"C/O POWERS ST",1
"C/O PROSPECT ST",2
"C/O REGENT PL",8
"C/O REINHARD",1
"C/O REINHART RD",3
"C/O RIDGEWOOD",6
"C/O ROBERTO CLEMENTE",1
"C/O ROCKAWAY",9
"C/O ROEBLING ST",2
"C/O ROGERS AVENUE",1
"C/O ROSEWOOD",2
"C/O RUGBY",1
"C/O S END",1
"C/O S/B E 4 ST",2
"C/O S/E 129TH ST",1
"C/O S/W W 175 ST",1
"C/O SEOBUTY PL",1
"C/O SHORE FRONT",1
"C/O SHORE PARKWAY",7
"C/O SMITH ST",22
"C/O SOUTH PIKE",2
"C/O ST PAULS CT",12
"C/O ST RAYMONDS AVE",1
"C/O STONE AVE",4
"C/O STUPHIN BLVD",2
"C/O TENBRECK",1
"C/O TRUXTON ST",5
"C/O VAN CORTLANDT AE",2
"C/O VAN HORN",1
"C/O VAN LURTLANDT PK",1
"C/O VANNEST AVE",5
"C/O W 105 ST",6
"C/O W 112",2
"C/O W 148",3
"C/O W 180 ST",6
"C/O W 188 ST",12
"C/O W 238 ST",12
"C/O W 25 ST",2
"C/O W 4 ST",2
"C/O W 5TH",2
"C/O W 6",1
"C/O W 94",3
"C/O W/B HORACE HARDI",1
"C/O WALKER ST",2
"C/O WEBSTER",10
"C/O WELLER LA",1
"C/O WEST 122 ST",1
"C/O WEST 177",1
"C/O WEST 91 ST",1
"C/O WEST HOMES ST",1
"C/O WESTERVELT AVE",2
"C/O WETHEROLE",1
"C/O WHITE PLAIN",1
"C/O WHITE PLAIN RD",2
"C/O WHITE PLAINS",7
"C/O WILLIAM WALD",1
"C/O WILLOW",2
"C/O WINDOM AVE",1
"C/O WINTHROP ST",12
"C/O WOLCOTT ST",1
"C/OF 19 ST",1
"C/S 83 AVE",1
"CADMAN PLZ WEST",4
"CAMERON CT",5
"CANAL ST W",2
"CANARSIE PIER PARKIN",9
"CANNON PLACE",22
"CANTERET",1
"CAPOCHINWAY",2
"CARGO SERIVCE",1
"CARGO SERVICE RD",20
"CARLYLE GRN",1
"CARMINE STREET",4
"CARO ST",3
"CAROOLL ST",3
"CARROL PLACE",3
"CARROLL AVE",7
"CASALS PLACE",32
"CASALS PLC",2
"CASCCOMBE AVE",1
"CASSANOVA ST",4
"CASTIL HILL AVE",1
"CASTLE HILL DR",1
"CATHEDRAL PLACE",1
"CAULWELL AVE",1
"CEDAR STREET 50FT",2
"CENDA AVENUE",1
"CENTER AVE",3
"CENTER BOULEVARD",9
"CENTRAL PARK ST",3
"CENTRAL PARKWAY",14
"CHARLOTTE ST",17
"CHARLTON ST",59
"CHARNCEY",1
"CHATTERON STREET",1
"CHERRS STREET",2
"CHESTERTON AVE",4
"CHRISTIAN ST",1
"CHRISTOPHER",39
"CHRISTPHER AVE",2
"CHURCHILL AVE",8
"CHURCHN ST",1
"CINCINNATUS AVENUE",1
"CIRCLE ROADWAY",4
"CLARKSON A VE",1
"CLARKSON AVENUIE",1
"CLASON POINT LANE N",2
"CLASON POINT LN",1
"CLEAN AVE",1
"CLEVLAND PLACE",3
"CLEVLAND ST",4
"CLIFF STREET",3
"CLIFFON PL",1
"CNION TPKE",1
"CO BAISLEY BLVD",1
"CO TIFFANY",1
"CODDINGTON AVE",20
"COLEGATE AVE",4
"COLGOTE AVE",1
"COLLEGE AVENUE",14
"COLLIER AVE",22
"COLON ST",4
"COLONAL RD",2
"COLUMBUS AV",30
"COLUMBUS CIR",16
"COLUMDIA PLZ",1
"COMMCERCE ST",1
"COMMONWALTH AVE",1
"COMMONWOUTH AVE",1
"CONCENT AVE",1
"CONCOURSE VILL EAS",1
"CONE ILANS",1
"CONEY ISL AVE",44
"CONEY ISLAND  AVE",10
"CONEY LANE",1
"CONSELY ST",1
"CONSLUEA ST",1
"CONTINENTAL AVENUE",3
"COOPER",19
"COOPERW AVE",1
"COPORAL KENNEDY",1
"CORLEAR  AVE",1
"CORNAGA CT",1
"CORNAGE AVE",6
"CORNER",2
"CORNER OF BIRINGTON",1
"CORNER OF E 82 ST",1
"CORNER OF EAST 118TH",1
"CORNER OF FARMERS BL",1
"CORNER OF MARION PL",1
"CORNER OF OLD B 88",1
"CORNILLIA ST",1
"CORSA AVENUE",21
"CORTELGOU RD",1
"CORTLANDT",5
"CORTTELYOU RD",1
"COSON ST",1
"COUCH PLACE",1
"COULMBIA STREET",2
"COVE LANE",1
"COYUGA AVE",1
"COZIN PENNSYLVANIE",1
"COZINE AVE (SIDE OF)",1
"CRONKLE AVE",1
"CROSBY AVENUE",12
"CROSS AVE",5
"CROSS BRONX EX",4
"CROSS BRONX EXPRESS",4
"CROSS BRONX EXPRESSW",6
"CROSSBAY ST",2
"CROTONA",20
"CROTONA PARK",21
"CRUNL ST",1
"CRYSTAL STREET",5
"CTB MIDDLE ROADWAY",6
"CUMBERLAND WALK",4
"CUTHBERT PL",1
"CYYPRESS AVE",1
"Cedar Ln",33
"Central Park East",1
"Champlain Ave",11
"Chapin Ave",9
"Charles Ct",1
"Chesterton Ave",21
"Circle Rd",3
"Clementine St",13
"Coughlan Ave",1
"Country Woods Ln",5
"Croak Ave",9
"Crossfield Ave",9
"Crowell Ave",25
"DAHLGREEN",2
"DAILY AVE",3
"DANFORTH AVE",1
"DAVINDSON AVE",1
"DEAB ST",1
"DEBBIE ST",3
"DEBEVOISE ST",6
